Sample_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,
ACH-000621,MDA-MB-157,MDAMB157,MDAMB157_BREAST,,925338,Female,ATCC,3,-4.33525008776172,Adherent,RPMI + 10% FBS,92,CVCL_0618,1796,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,44,SIDM00529,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_B,
ACH-000724,HT-1376,HT1376,HT1376_URINARY_TRACT,,907066,Female,ATCC,2,-2.69945808973049,Adherent,EMEM + 10% FBS,51.4,CVCL_1292,1211,urinary_tract,Primary,Bladder Cancer,Carcinoma,58,SIDM00678,,urinary_tract,bladder_carcinoma,,,
ACH-000616,Hs 746T,HS746T,HS746T_STOMACH,,1240151,Male,ATCC,2,-3.63339669069963,Adherent,DMEM + 10% FBS,82.4,CVCL_0333,1850,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,74,SIDM00665,,gastric,gastric_adenocarcinoma,,,
ACH-001521,HKA-1,HKA1,HKA1_SKIN,,,Female,JCRB,1,-2.92594432683589,Adherent,DMEM + 20% FBS,77.1,CVCL_2943,,skin,Primary,Skin Cancer,Squamous Cell Carcinoma,77,,,skin,skin_squamous,keratoacanthoma,,
ACH-001864,YSCCC,YSCCC,YSCCC_BILIARY_TRACT,YSCCC,,Female,Academic lab,2,-4.47120705681829,Adherent,RPMI + 10% FBS,84,,,ascites,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-000840,HCC-366,HCC366,HCC366_LUNG,,1240144,Female,DSMZ,2,-2.33875425752004,,RPMI + 10% FBS,85.5,CVCL_2059,638,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",80,SIDM01070,,lung,NSCLC,NSCLC_adenosquamous,,
ACH-000442,RERF-LC-Sq1,RERFLCSQ1,RERFLCSQ1_LUNG,,1298538,Female,HSRRB,,,,,,CVCL_1656,449,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",74,SIDM00354,,lung,NSCLC,NSCLC_squamous,,
ACH-000776,ONS-76,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,,909248,Female,HSRRB,2,-2.74312825240142,,RPMI + 10% FBS,93.5,CVCL_1624,67,central_nervous_system,Primary,Brain Cancer,Medulloblastoma,2,SIDM00567,,central_nervous_system,medulloblastoma,,non_MYC,
ACH-000878,HCC-15,HCC15,HCC15_LUNG,,1240143,Male,DSMZ,2,-1.47248596161633,Mixed adherent and suspension,RPMI + 10% FBS,88.1,CVCL_2057,1368,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",47,SIDM01072,,lung,NSCLC,NSCLC_squamous,,
ACH-000562,HCC-78,HCC78,HCC78_LUNG,,1290908,Male,DSMZ,,,,,,CVCL_2061,639,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,SIDM01068,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000226,SUP-M2,SUPM2,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331040,Female,DSMZ,4,-3.82423881111649,Suspension,RPMI + 20% FBS,53.3,CVCL_2209,1878,central_nervous_system,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",5,SIDM00421,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,
ACH-000681,A549,A549,A549_LUNG,,905949,Male,ATCC,4,-2.67323468894684,Adherent,F12 + 10% FBS,82.8,CVCL_0023,369,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00903,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000259,KELLY,KELLY,KELLY_AUTONOMIC_GANGLIA,,753618,Female,DSMZ,3,-5.16027969933054,,RPMI + 10% FBS,71.7,CVCL_2092,225,autonomic_ganglia,Primary,Neuroblastoma,,,SIDM01009,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,
ACH-000706,EKVX,EKVX,EKVX_LUNG,,905970,Male,Academic lab,2,-4.99300442403957,Adherent,RPMI + 10% FBS,82.3,CVCL_1195,322,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00119,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-001623,Onda 8,ONDA8,ONDA8_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,2,-3.62542478276417,Adherent,DMEM + 10% FBS,83.7,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,31,,,central_nervous_system,glioma,glioblastoma,,
ACH-000901,HCC-1359,HCC1359,HCC1359_LUNG,,,Female,KCLB,3,-4.70918926338218,Adherent,RPMI + 10% FBS,80.7,CVCL_5128,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",55,,,lung,NSCLC,NSCLC_large_cell,,
ACH-001354,LAN-2,LAN2,LAN2_AUTONOMIC_GANGLIA,,,Female,DSMZ,1,-2.40051782366991,Adherent,RPMI 1640 + 40% MEM (with Earle's salts) + 20% FBS+2 mM L-glutamine + NEAA,89,CVCL_1829,,autonomic_ganglia,Primary,Neuroblastoma,,3,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,
ACH-000363,SK-MM-2,SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753612,Male,DSMZ,2,-4.71842737859861,,RPMI + 10% FBS,95.3,CVCL_1699,1003,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,54,SIDM00391,,plasma_cell,multiple_myeloma,,,
ACH-000693,KYSE-180,KYSE180,KYSE180_OESOPHAGUS,,907318,Male,DSMZ,2,-5.41441974199494,Adherent,RPMI + 10% FBS,67.9,CVCL_1349,599,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,53,SIDM01030,,esophagus,esophagus_squamous,,,
ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,,909751,Female,ATCC,2,-2.5425919610894,Adherent,RPMI + 10% FBS,64.2,CVCL_1724,1,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,82,SIDM00837,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-001416,UM-UC9,UMUC9,UMUC9_URINARY_TRACT,,,Male,Sigma-Aldrich,2,-2.91982618617199,Adherent,EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA),76.2,CVCL_2753,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-001375,PACADD-119,PACADD119,PACADD119_PANCREAS,,,Male,DSMZ,2,-4.03392912856207,Adherent,DMEM:Keratinocyte SFM (1:1)+20%FBS,72.7,CVCL_1848,,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",59,,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908158,Male,DSMZ,2,-4.19532069598562,,RPMI + 15% FBS,86.6,CVCL_0092,973,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",19,SIDM00429,,blood,ALL,b_cell,,
ACH-000767,NCI-H526,NCIH526,NCIH526_LUNG,,688025,Male,ATCC,2,-3.00906667170511,Suspension,RPMI + 10% FBS,77.6,CVCL_1569,1380,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM01128,,lung,SCLC,,,
ACH-001403,TO14,TO14,TO14_OVARY,,,Female,Sigma-Aldrich,2,-4.24555793704668,Adherent,RPMI 1640 + 10% FBS + 2 mM Glutamine + 2 mM Sodium Pyruvate,42.6,CVCL_2734,,abdomen,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,,,ovary,ovary_adenocarcinoma,,,
ACH-000455,LN-428,LN428,LN428_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2,-5.89004884924632,not found,not found,86.4,CVCL_3959,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,,
ACH-000662,COR-L23,CORL23,CORL23_LUNG,COR-L23/CPR,687780,Male,ECACC,1,-2.21644400263754,Adherent,RPMI + 10% FBS + 2mM Glutamine,65.1,CVCL_1139,1313,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",62,SIDM00512,,lung,NSCLC,NSCLC_large_cell,,
ACH-000164,PANC-1,PANC1,PANC1_PANCREAS,,,Male,ATCC,2,-4.71033636980541,Adherent,DMEM + 10% FBS,96.4,CVCL_0480,,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,SIDM00610,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000448,NCI-H1666,NCIH1666,NCIH1666_LUNG,,908473,Female,ATCC,2,-4.01919149199578,Adherent,ACL4,94.2,CVCL_1485,958,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00743,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-001799,LPS141,LPS141,LPS141_SOFT_TISSUE,,,Unknown,Academic lab,1,-3.6857305611209,Adherent,RPMI + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,88,,,soft_tissue,,Liposarcoma,DDLPS,,,,soft_tissue,liposarcoma,DDLPS,,
ACH-001525,HT-3,HT3,HT3_CERVIX,,907068,Female,ATCC,1,-2.95858699056112,Adherent,McCoy's 5a Medium Modified +10% FBS,95,CVCL_1293,1393,lymph_node,Metastasis,Cervical Cancer,Carcinoma,59,SIDM00679,,cervix,cervical_carcinoma,,,
ACH-000608,COV644,COV644,COV644_OVARY,,,Female,ECACC,3,-3.89652075382889,Adherent,DMEM + 10% FBS + 2mM L-glutamine,88.5,CVCL_2425,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mucinous",,,,ovary,ovary_adenocarcinoma,mucinous,,
ACH-001328,A-431,A431,A431_SKIN,,910925,Female,ATCC,2,-4.26649004471729,Adherent,DMEM + 10% FBS,86.5,CVCL_0037,97,skin,Primary,Skin Cancer,Squamous Cell Carcinoma,85,SIDM00995,,skin,skin_squamous,,,
ACH-000393,HLF,HLF,HLF_LIVER,,,Male,HSRRB,2,-3.81342882432013,Adherent,EMEM + 10% FBS,,CVCL_2947,,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,69,SIDM00065,,liver,hepatocellular_carcinoma,,,
ACH-000953,SUP-T1,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743,Male,ATCC,2,-2.70149537544371,,RPMI + 10% FBS,92.9,CVCL_1714,1452,pleural_effusion,Metastasis,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",8,SIDM01154,,blood,ALL,t_cell,,
ACH-000518,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,,753541,Male,DSMZ,2,-3.46546006442228,Adherent,DMEM + 10% FBS + 2 mM L-glutamine,85.7,CVCL_1108,2041,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",69,SIDM00942,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,
ACH-000019,MCF7,MCF7,MCF7_BREAST,,905946,Female,ATCC,2,-2.49367545213139,Adherent,EMEM + 10% FBS + 0.01mg/ml Insulin (Bovine),65,CVCL_0031,588,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,69,SIDM00148,,breast,breast_carcinoma,ERpos_HER2neg,luminal,
ACH-001283,TC-106,TC106,TC106_BONE,,,Male,Academic lab,2,-4.2244901276013,not found,not found,60.2,CVCL_F531,,skin,Metastasis,Bone Cancer,Ewings Sarcoma,19,,,bone,Ewing_sarcoma,,EWS_ERG,
ACH-000169,RD,RD,RD_SOFT_TISSUE,,909264,Female,ATCC,2,-4.69378509944411,Adherent,DMEM + 10% FBS,81.1,CVCL_1649,1763,soft_tissue,Primary,Sarcoma,"Rhabdomyosarcoma, embryonal",7,SIDM00847,,soft_tissue,rhabdomyosarcoma,embryonal,,
ACH-000994,HEC-59,HEC59,HEC59_ENDOMETRIUM,,,Female,HSRRB,2,-3.89198809211102,,EMEM + 15% FBS,66.5,CVCL_2930,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,,
ACH-001497,ESO51,ESO51,ESO51_OESOPHAGUS,,1503367,Male,Sigma-Aldrich,0,-2.93010993308304,Suspension,RPMI 1640 + 10% FBS + 2 mM Glutamine,84.6,CVCL_2036,668,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,,SIDM00538,,esophagus,esophagus_adenocarcinoma,,,
ACH-001745,RhJT,RHJT,RHJT_SOFT_TISSUE,,,Unknown,Academic lab,3,-4.10122458036388,Adherent,DMEM + 10% FBS,35.6,CVCL_VU81,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,,
ACH-000833,RH-30,RH30,RH30_SOFT_TISSUE,,,Male,DSMZ,2,-3.36344662491575,Adherent,RPMI + 10% FBS,61.5,CVCL_0041,,bone_marrow,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,soft_tissue,rhabdomyosarcoma,alveolar,,
ACH-000941,HEC-1-B,HEC1B,HEC1B_ENDOMETRIUM,,,Female,ATCC,2,-3.70651588539364,Adherent,EMEM + 10% FBS,64.5,CVCL_0294,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,71,SIDM01241,,uterus,endometrial_adenocarcinoma,,,
ACH-000295,EM-2,EM2,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906855,Female,DSMZ,2,-2.05726365669223,,RPMI + 10% FBS,58.1,CVCL_1196,901,bone_marrow,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",5,SIDM01047,,blood,CML,blast_crisis,,
ACH-001550,MCC13,MCC13,MCC13_SKIN,,,Female,Sigma-Aldrich,2,-3.90808988670298,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),57,CVCL_2583,,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,SIDM00007,,skin,merkel_cell_carcinoma,,,
ACH-002017,Omm1,OMM1,OMM1_UVEA,,,Male,Academic lab,1,-1.35887130498979,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),91,CVCL_6939,,skin,Metastasis,Eye Cancer,Uveal Melanoma,,,,eye,uveal_melanoma,,,
ACH-000510,NCI-H1299,NCIH1299,NCIH1299_LUNG,,724831,Male,ATCC,2,-5.20731473667585,Adherent,RPMI + 10% FBS,64.8,CVCL_0060,1235,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM00649,,lung,NSCLC,NSCLC_large_cell,,
ACH-000853,NCI-H661,NCIH661,NCIH661_LUNG,,687829,Male,ATCC,2,-4.40138482034479,Adherent,RPMI + 10% FBS,84.8,CVCL_1577,107,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM01122,,lung,NSCLC,NSCLC_large_cell,,
ACH-000041,RD-ES,RDES,RDES_BONE,,,Male,ATCC,2,-2.73163733646074,Adherent,RPMI + 15% FBS,88.3,CVCL_2169,,bone,Primary,Bone Cancer,Ewings Sarcoma,19,,,bone,Ewing_sarcoma,,EWS_FLI,
ACH-001518,HEC-116,HEC116,HEC116_ENDOMETRIUM,,,Female,JCRB,1,-3.58846121405167,Adherent,EMEM + 15% FBS,81,,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,,
ACH-000390,LUDLU-1,LUDLU1,LUDLU1_LUNG,,,Male,ECACC,2,-3.98197482835239,Adherent,RPMI + 10% FBS,86.8,CVCL_2582,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",72,,,lung,NSCLC,NSCLC_squamous,,
ACH-000866,NCI-H1048,NCIH1048,NCIH1048_LUNG,,687995,Female,ATCC,2,-5.18444726710917,Adherent,RPMI + 10% FBS + 5ml Insulin-Transferrin-Selenium,89.3,CVCL_1453,1875,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00654,,lung,SCLC,,,
ACH-000671,HuH-6,HUH6,HUH6_LIVER,,,Male,RIKEN,2,-4.75379739606075,,DMEM + 10% FBS,85.2,CVCL_4381,,liver,,Liver Cancer,Hepatoblastoma,,SIDM00062,,liver,hepatoblastoma,,,
ACH-000579,UACC-257,UACC257,UACC257_SKIN,,905977,Unknown,NCI/DCTD,1,-1.37347697749767,,RPMI + 10% FBS,81.3,CVCL_1779,14,skin,Primary,Skin Cancer,Melanoma,,SIDM00108,,skin,melanoma,,,
ACH-001632,PEO4,PEO4,PEO4_OVARY,,,Female,Sigma-Aldrich,,,,,,CVCL_2690,,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00471,,ovary,ovary_adenocarcinoma,,,
ACH-000841,NCI-H2087,NCIH2087,NCIH2087_LUNG,,724834,Male,ATCC,4,-2.51797943506482,,RPMI + 5% FBS,72.3,CVCL_1524,915,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",69,SIDM00708,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-002029,SAS,SAS,SAS_UPPER_AERODIGESTIVE_TRACT,,,Female,RIKEN,1,-4.80140424773065,Adherent,RPMI1640+10%FBS,92.6,CVCL_1675,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",,SIDM00351,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,,
ACH-000055,D283 Med,D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,D283,906834,Male,ATCC,3,-3.77276001678153,Adherent,EMEM + 10% FBS,69.3,CVCL_1155,1184,abdomen,Metastasis,Brain Cancer,Medulloblastoma,6,SIDM00888,,central_nervous_system,medulloblastoma,med_group_3,MYC_exp,
ACH-000009,C2BBe1,C2BBE1,C2BBE1_LARGE_INTESTINE,,910700,Male,ATCC,3,-4.13549141730798,Adherent,DMEM + 10% FBS + Glutamine + Insulin-Transferrin-Selenium,94.2,CVCL_1096,2104,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,72,SIDM01233,,colorectal,colorectal_adenocarcinoma,,,
ACH-000503,BICR 16,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,2,-2.45683316634283,Adherent,DMEM + 10% FBS + 2mM Glutamine,73.7,CVCL_2308,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,
ACH-001275,SYO1,SYO1,SYO1_SOFT_TISSUE,,,Female,Academic lab,2,-2.9637007769698,not found,not found,83.3,CVCL_7146,,soft_tissue,,Sarcoma,Synovial,,,,soft_tissue,synovial_sarcoma,,,
ACH-000302,SNU-1077,SNU1077,SNU1077_ENDOMETRIUM,,,Female,KCLB,2,-4.95769908664176,,RPMI + 10% FBS,86.8,CVCL_5007,,endometrium,Primary,Endometrial/Uterine Cancer,Mullerian Carcinoma,60,SIDM00166,,uterus,mullerian_carcinoma,,,
ACH-000483,SNU-182,SNU182,SNU182_LIVER,,1240216,Male,ATCC,2,-3.71454934270964,Adherent,RPMI + 10% FBS,63.4,CVCL_0090,1481,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,24,SIDM01151,,liver,hepatocellular_carcinoma,,,
ACH-001333,C-33 A,C33A,C33A_CERVIX,,687505,Female,ATCC,2,-3.75968150209302,Adherent,EMEM (EBSS) + 10% FBS,55.3,CVCL_1094,1761,cervix,Primary,Cervical Cancer,Carcinoma,66,SIDM00889,,cervix,cervical_carcinoma,,,
ACH-000684,KMRC-1,KMRC1,KMRC1_KIDNEY,,1298168,Male,HSRRB,3,-1.97564355477735,,DMEM + 10% FBS,78.4,CVCL_2983,1514,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00611,,kidney,renal_cell_carcinoma,clear_cell,,
ACH-000387,TF-1,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,3,-4.46828407601528,Suspension,RPMI + 10% FBS + 2ng/ml GM-CSF,,CVCL_0559,,bone_marrow,,Leukemia,Acute Myelogenous Leukemia (AML),35,,,blood,AML,,,
ACH-000800,NCI-H446,NCIH446,NCIH446_LUNG,,688023,Male,ATCC,2,-2.95570048708909,Mixed adherent and suspension,RPMI + 10% FBS,82.8,CVCL_1562,1222,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00965,,lung,SCLC,,,
ACH-000339,,HCC461,HCC461_LUNG,,,Male,Academic lab,3,-4.8402382266313,not found,not found,93.1,CVCL_5135,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-001959,CC-LP-1,CCLP1,CCLP1_BILIARY_TRACT,,,Female,Academic lab,2,-5.40187185676755,Adherent,RPMI + 10% FBS,66.3,CVCL_0205,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-000108,KP-3,KP3,KP3_PANCREAS,,1298219,Male,HSRRB,3,-4.00247698415391,,RPMI + 10% FBS,69.1,CVCL_3005,155,liver,Metastasis,Pancreatic Cancer,"Ductal Adenosquamous Carcinoma, exocrine",75,SIDM00571,,pancreas,exocrine,exocrine_adenosquamous,,
ACH-000504,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,,905982,Female,Academic lab,2,-3.75865649868165,Adherent,RPMI + 5% FBS,67.7,CVCL_1706,1181,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00095,,central_nervous_system,glioma,,,
ACH-000835,GCT,GCT,GCT_SOFT_TISSUE,,906999,Male,ATCC,2,-5.1595671429983,Adherent,McCoy's 5A + 10% FBS,79.8,CVCL_1229,963,soft_tissue,Metastasis,Sarcoma,Pleomorphic Sarcoma,29,SIDM00853,,soft_tissue,pleomorphic_sarcoma,,,
ACH-000431,NCI-H1694,NCIH1694,NCIH1694_LUNG,,688006,Male,ATCC,2,-4.20585608229322,Suspension,F10,83,CVCL_1489,451,ascites,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00741,,lung,SCLC,,,
ACH-000846,FaDu,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,,906863,Male,ATCC,2,-3.05070957190672,Adherent,EMEM + 10% FBS,92.5,CVCL_1218,1170,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56,SIDM00860,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-001295,Y-79,Y79,Y79_AUTONOMIC_GANGLIA,,,Female,ATCC,2,-3.24644817778179,Suspension,RPMI 1640 + 20% FBS,77.1,CVCL_1893,,eye,,Eye Cancer,Retinoblastoma,2.5,,,eye,retinoblastoma,,,
ACH-000475,huH-1,HUH1,HUH1_LIVER,,1298146,Male,HSRRB,2,-5.58088767994163,Adherent,DMEM + 10% FBS,96.1,CVCL_2956,1855,liver,Primary,Liver Cancer,"Hepatocellular Carcinoma, HBs-antigen carrier",53,SIDM00586,,liver,hepatocellular_carcinoma,hbs_antigen_carrier,,
ACH-000558,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,,687563,Male,ATCC,,,,,,CVCL_0131,1777,central_nervous_system,Primary,Brain Cancer,Glioblastoma,53,SIDM00799,,central_nervous_system,glioma,glioblastoma,,
ACH-000762,YD-38,YD38,YD38_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-3.4210624831799,,RPMI + 10% FBS,83.9,CVCL_L083,,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,67,,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000030,PC-14,PC14,PC14_LUNG,,753608,Male,RIKEN,3,-5.25733974404939,Adherent,RPMI + 10% FBS,91.6,CVCL_1640,198,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00237,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000127,SLR 20,SLR20,SLR20_KIDNEY,,,Unknown,Academic lab,1,-5.4602425618301,Adherent,RPMI, 10% FBS,88,CVCL_V606,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,
ACH-000527,OVISE,OVISE,OVISE_OVARY,,1240198,Female,HSRRB,3,-5.80477228474564,,RPMI + 10% FBS,68.2,CVCL_3116,358,bone,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",40,SIDM00564,,ovary,ovary_adenocarcinoma,clear_cell,,
ACH-000713,Caov-3,CAOV3,CAOV3_OVARY,,906825,Female,ATCC,3,-2.50362576812801,Adherent,DMEM + 10% FBS,77.4,CVCL_0201,320,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",54,SIDM00919,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-001563,MM127,MM127,MM127_SKIN,,,Male,Sigma-Aldrich,2,-3.56681872884742,Adherent,RPMI 1640 + 10% FBS (with 2 mM L-Glutamine + 25 mM HEPES),63.2,CVCL_2601,,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",,,,skin,melanoma,amelanotic,,
ACH-000985,LS411N,LS411N,LS411N_LARGE_INTESTINE,,907794,Male,ATCC,,,,,,CVCL_1385,724,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,32,SIDM00660,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-000502,TCC-PAN2,TCCPAN2,TCCPAN2_PANCREAS,,,Female,HSRRB,3,-4.73300990004984,Adherent,RPMI + 10% FBS,83.7,CVCL_3178,,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",68,,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000738,GB-1,GB1,GB1_CENTRAL_NERVOUS_SYSTEM,,687568,Male,HSRRB,2,-4.77689161256978,,EMEM + 10% FBS,89,CVCL_1227,2095,central_nervous_system,Primary,Brain Cancer,Glioblastoma,35,SIDM00581,,central_nervous_system,glioma,glioblastoma,,
ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,,722066,Male,ATCC,,,,,,CVCL_1575,1539,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM01124,,lung,NSCLC,NSCLC_adenocarcinoma,,
